"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"Dear Buyer. ||I had an initial asking price of $500, and I really cant afford to go much below $420. ",131,"MWRFZ "," 7:16:30 PM ","VEZAP ",3,1,"two","two_131",20
"Hi! Though I would really like to purchase the book, I would not be able to purchase it at the price you listed of $400. I think $375 is a very fair price for the book considering my initial bid of $250. ",131,"VEZAP "," 7:18:11 PM ","MWRFZ ",4,0,"two","two_131",121
"Your initial bid was substantially lower than market price, however. Editions like this have sold for $400-$800 in the past few years ",131,"MWRFZ "," 7:19:52 PM ","VEZAP ",5,1,"two","two_131",222
"I understand that this is a very special book, which is why I am interested in adding it to my collection. Unfortunately, I cannot go higher than $400 on this book. I would be happy to purchase it at this price. ",131,"VEZAP "," 7:21:16 PM ","MWRFZ ",6,0,"two","two_131",306
"Its an 1846 Tauschnitz edition, beautiful red burgundy binding, very good condition for the age. I really would love to sell it to someone like you who really appreciates it, and I understand it is expensive. lets say 385 and call it a deal? ",131,"MWRFZ "," 7:21:17 PM ","VEZAP ",7,1,"two","two_131",307
"I can do $400 since that was your initial offer. ||Deal? ",131,"VEZAP "," 7:23:01 PM ","MWRFZ ",8,0,"two","two_131",411
"I appreciate that. ||Deal. ||Enjoy the book! ",131,"MWRFZ "," 7:23:15 PM ","VEZAP ",9,1,"two","two_131",425
"Thank you. Have a good day. ",131,"VEZAP "," 7:23:33 PM ","MWRFZ ",10,0,"two","two_131",443
"Hi!\n",132,"DFZAM ","0","QDEV2 ",1,0,"two","two_132",0
"Hello, it seems you are interested in buying this edition. ",132,"QDEV2 ","0","DFZAM ",2,1,"two","two_132",10
"Hi! How about 250 for the book? ",132,"DFZAM "," 7:11:48 PM ","QDEV2 ",3,0,"two","two_132",20
"I'm afraid it would be hard for me to go below 350 ",132,"QDEV2 "," 7:12:18 PM ","DFZAM ",4,1,"two","two_132",50
"Why, given the condition of the volume? ",132,"DFZAM "," 7:12:45 PM ","QDEV2 ",5,0,"two","two_132",77
"Despite the slight blemish, this book itself is very rare and often retails for as much as 600 ",132,"QDEV2 "," 7:13:10 PM ","DFZAM ",6,1,"two","two_132",102
"how about 300? ",132,"DFZAM "," 7:13:31 PM ","QDEV2 ",7,0,"two","two_132",123
"I could go 340 at the lowest ",132,"QDEV2 "," 7:13:52 PM ","DFZAM ",8,1,"two","two_132",144
"320 and i'll throw in a great amazon review and insta like ",132,"DFZAM "," 7:14:18 PM ","QDEV2 ",9,0,"two","two_132",170
"335 for the book and a vintage bookmark with a portrait of Dickens ",132,"QDEV2 "," 7:15:17 PM ","DFZAM ",10,1,"two","two_132",229
"deal ",132,"DFZAM "," 7:15:24 PM ","QDEV2 ",11,0,"two","two_132",236
"pleasure doing business ",132,"QDEV2 "," 7:15:44 PM ","DFZAM ",12,1,"two","two_132",256
"likewise ",132,"DFZAM "," 7:15:49 PM ","QDEV2 ",13,0,"two","two_132",261
"Hi! Nice to meet you. I would like to buy this book and I think $250 is a fair price. ",133,"5WQ7R ","0","2EJ5U ",1,0,"two","two_133",0
"Hi there :) Ummm ...I'd feel much better selling it at $275. What do you say?",133,"2EJ5U ","0","5WQ7R ",2,1,"two","two_133",10
"hello? ",133,"2EJ5U "," 7:16:15 PM ","5WQ7R ",3,1,"two","two_133",20
"hey ",133,"5WQ7R "," 7:16:40 PM ","2EJ5U ",4,0,"two","two_133",45
"how much do you need to buy it for ? ",133,"2EJ5U "," 7:16:56 PM ","5WQ7R ",5,1,"two","two_133",61
"I'm good with $275 ||if that price is still what you want ",133,"5WQ7R "," 7:17:13 PM ","2EJ5U ",6,0,"two","two_133",78
"this is a shot in the dark but would you buy it for 300? ",133,"2EJ5U "," 7:18:25 PM ","5WQ7R ",7,1,"two","two_133",150
"yes, but that is as high as I would go ",133,"5WQ7R "," 7:18:46 PM ","2EJ5U ",8,0,"two","two_133",171
"okay ||300 then. thank you ",133,"2EJ5U "," 7:18:58 PM ","5WQ7R ",9,1,"two","two_133",183
"great! ",133,"5WQ7R "," 7:19:14 PM ","2EJ5U ",10,0,"two","two_133",199
"I am willing to let the book go for $250. Final inquiry.",134,"PGHXE ","0","8ZFAX ",1,0,"two","two_134",0
"The lowest I can go is $310, which is the cheapest you can find on the market. This book is special and its value will only increase over time.",134,"8ZFAX ","0","PGHXE ",2,1,"two","two_134",10
"Hello ||How does $310 sound to you? ",134,"8ZFAX "," 7:20:07 PM ","PGHXE ",3,1,"two","two_134",20
"Sounds good. It's a deal. ",134,"PGHXE "," 7:20:58 PM ","8ZFAX ",4,0,"two","two_134",71
"Good afternoon, could I purchase the book for $250? ",135,"SZDJ7 ","0","647TP ",1,0,"two","two_135",0
"Hi! The book has a market value of up to $800, so $250 is well below what would be a competitive price for the book. I am intending to sell the book for $450-$500. ",135,"647TP ","0","SZDJ7 ",2,1,"two","two_135",10
"Hi! As mentioned,  I would like to sell the book for $435-$500, given that is within a competitive price range for the  book. ||Would  you be willing to pay $475 for the book? ",135,"647TP "," 7:44:23 PM ","SZDJ7 ",3,1,"two","two_135",20
"Hi, thank you for your response and consideration! Seeing that the price is significantly above my expectation, I am afraid that I cannot agree on that amount. ||Would $320 work for you? ",135,"SZDJ7 "," 7:46:15 PM ","647TP ",4,0,"two","two_135",132
"$320 doesn't seem realistic for me. Would you be willing to pay $420? ||? ",135,"647TP "," 7:47:33 PM ","SZDJ7 ",5,1,"two","two_135",210
"I am sorry, given that this book is 1/3 of the set, paying that amount is slightly overpriced. Would you be willing ti settle for $380 ? ",135,"SZDJ7 "," 7:52:07 PM ","647TP ",6,0,"two","two_135",484
"How about $400? ",135,"647TP "," 7:52:25 PM ","SZDJ7 ",7,1,"two","two_135",502
"Judging from the situation, that would be ideal. ",135,"SZDJ7 "," 7:53:09 PM ","647TP ",8,0,"two","two_135",546
"Okay great! ",135,"647TP "," 7:53:15 PM ","SZDJ7 ",9,1,"two","two_135",552
"Thank you . ",135,"SZDJ7 "," 7:53:19 PM ","647TP ",10,0,"two","two_135",556
"Hi, I am hoping to buy the edition of ""A Christmas Carol"" from you. I'm hoping to add to my collection, and this book matches the other two from the set. I have fond memories of my childhood spent reading these books with my parents, but we seem to have misplaced the third book. I'd be willing to offer $250 for the book. I'm so happy to have found it here!",136,"NBMN3 ","0","RG3HE ",1,0,"two","two_136",0
"Hi, So glad you're interested in the book! It's a beautiful 1846 edition and I think you'll be very happy with it. I have another client who was interested in purchasing it for $650, and I know that it goes for up to $800 on the market. That said, because you're here, I'm willing to offer it for $600. Hope this works for you!",136,"RG3HE ","0","NBMN3 ",2,1,"two","two_136",10
"Hi! So I offered $600 -- what do you think? ",136,"RG3HE "," 7:43:42 PM ","NBMN3 ",3,1,"two","two_136",20
"I'm really hoping to add this book to my collection, but unfortunately $600 is too far out of my price range. Having this complete set would really mean so much to me. Could you sell the book for $300? ",136,"NBMN3 "," 7:44:34 PM ","RG3HE ",4,0,"two","two_136",72
"I totally understand, but I'd be taking a significant loss at $300. How about $550? I'll throw in an imaginary bookmark ",136,"RG3HE "," 7:45:28 PM ","NBMN3 ",5,1,"two","two_136",126
"I really can't do anything over $400 for the book. I'm just hoping to add it too my collection of childhood books. ||I have the other two from this edition and would really like the third to complete my set. ",136,"NBMN3 "," 7:46:51 PM ","RG3HE ",6,0,"two","two_136",209
"I can live with $400, if that works for you! ",136,"RG3HE "," 7:47:23 PM ","NBMN3 ",7,1,"two","two_136",241
"That works for me! Thanks, and I'm really looking forward to adding the book to my collection. ",136,"NBMN3 "," 7:48:03 PM ","RG3HE ",8,0,"two","two_136",281
"Great, I'm going to click the button thing then! ",136,"RG3HE "," 7:48:20 PM ","NBMN3 ",9,1,"two","two_136",298
"Same here! ",136,"NBMN3 "," 7:48:28 PM ","RG3HE ",10,0,"two","two_136",306
"Good afternoon,\nHow are you?\nI came to know from a friend of mine that the book "" A Christmas Carol"" is up for sale! I was searching for this particular book to complete my set since ages and i am so glad that i've come to know it's up for sale by you. I can offer $250 \n",137,"QTU43 ","0","A44BB ",1,0,"two","two_137",0
"I'm willing to sell at a decent price. But $250 is too low. If it will help complete the collction as u stated surely you can pay a little more for a great value. I assure you",137,"A44BB ","0","QTU43 ",2,1,"two","two_137",10
"So what did you possibly have in mind. We are business people and I'm sure we can come to a fair agreement you and I ",137,"A44BB "," 7:48:15 PM ","QTU43 ",3,1,"two","two_137",20
"Hi! Thank you so much for replying back to my earlier message. ",137,"QTU43 "," 7:48:25 PM ","A44BB ",4,0,"two","two_137",30
"not a problem at all ",137,"A44BB "," 7:48:35 PM ","QTU43 ",5,1,"two","two_137",40
"I am sure we can! ",137,"QTU43 "," 7:48:36 PM ","A44BB ",6,0,"two","two_137",41
"The $250 honestly is way too low. I wouldn't rob you, but I cant sell myself short either in fairness ",137,"A44BB "," 7:49:17 PM ","QTU43 ",7,1,"two","two_137",82
"I can offer a bit more,It's just that, because what you're offering is definitely ||valuable to me sentiment wise* ",137,"QTU43 "," 7:49:30 PM ","A44BB ",8,0,"two","two_137",95
"It is a collector's item and you can make more than what you pay for once you complete the collection ",137,"A44BB "," 7:50:27 PM ","QTU43 ",9,1,"two","two_137",152
"The maximum I can go is $300, and trust me I am draining all my savings for this book because it has got a high sentiment value for me from childhood ||I know I can make more, but I am not even thinking of that path! It's just a collection I just want to have it for myself ",137,"QTU43 "," 7:50:45 PM ","A44BB ",10,0,"two","two_137",170
"Is it possible to do $400? I paid $850 for the book, and it is also still in mint condition ",137,"A44BB "," 7:51:41 PM ","QTU43 ",11,1,"two","two_137",226
"On the other hand you just have only this book to sell which completes my collection ",137,"QTU43 "," 7:52:03 PM ","A44BB ",12,0,"two","two_137",248
"understood, so sentiment wise i was willing to drop it lower just for you and it completes the collection. ",137,"A44BB "," 7:52:45 PM ","QTU43 ",13,1,"two","two_137",290
"As I said the $300 I am offering is the maximum savings I have right now, which in fact was saved for a gift for my mom on Mothers day but... ||I so need this book ||I am sacrificing a gift for mom just to fulfill my selfish need of completing my collection ",137,"QTU43 "," 7:52:48 PM ","A44BB ",14,0,"two","two_137",293
"Is there no way you can go $400? If you need it $100 more shouldnt hurt. and thats because of the non damaged condition ||I understand the whole mother thing. I cant sway you from that. However with the reduction I already did for you due to sentimental value i can do $400 ",137,"A44BB "," 7:53:47 PM ","QTU43 ",15,1,"two","two_137",352
"It;s so kind of you to offer such a great price to me seeing my condition but the final I can go is $300, that's all I have at the moment besides a 20$ bill in my wallet right now ||I can add that as well ||If I had a barter option I would have offered so much ",137,"QTU43 "," 7:55:07 PM ","A44BB ",16,0,"two","two_137",432
"you are really trying. I see how bad you want this. lets be fair. $375 final offer ",137,"A44BB "," 7:55:57 PM ","QTU43 ",17,1,"two","two_137",482
"But, I just have $300  in my bank, and the 20$ in my wallet ",137,"QTU43 "," 7:56:18 PM ","A44BB ",18,0,"two","two_137",503
"I know you can go in the cookie jar take a little something and make it back ",137,"A44BB "," 7:56:33 PM ","QTU43 ",19,1,"two","two_137",518
"As I said this is all I have in terms of cash! ",137,"QTU43 "," 7:56:48 PM ","A44BB ",20,0,"two","two_137",533
"there is always a secret stash somewhere. LOL ",137,"A44BB "," 7:56:49 PM ","QTU43 ",21,1,"two","two_137",534
"Well those always drain out on the weekends, and its just Tuesday! ||I don't want to miss out on getting the book just because I have shortage of funds ||You selling this to me is like making me revive my best chilhood memories ",137,"QTU43 "," 7:57:30 PM ","A44BB ",22,0,"two","two_137",575
"How bout you do $400 and I will throw in a mother's day gift for incentive for free with the book as well. A memory for you and a gift for your mother ",137,"A44BB "," 7:58:57 PM ","QTU43 ",23,1,"two","two_137",662
"I hope you understand! You are into books, so you do know how books make the best years of your life!Fill you up with the best imaginations ",137,"QTU43 "," 7:59:26 PM ","A44BB ",24,0,"two","two_137",691
"I wanna sell it to you as bad as you wanna buy it to complete the collection ",137,"A44BB "," 7:59:38 PM ","QTU43 ",25,1,"two","two_137",703
"I wish my mom read books these days! She doesn't unfortunately ",137,"QTU43 "," 7:59:55 PM ","A44BB ",26,0,"two","two_137",720
"I understand which is why im trying to make profit, but also help you out with a deal. help me help you ",137,"A44BB "," 8:00:17 PM ","QTU43 ",27,1,"two","two_137",742
"She's suffering from a cornia disorder :( ",137,"QTU43 "," 8:00:31 PM ","A44BB ",28,0,"two","two_137",756
"I'm sorry to hear that. ",137,"A44BB "," 8:00:49 PM ","QTU43 ",29,1,"two","two_137",774
"I just can offer you the $320 right now ||PLEASE ",137,"QTU43 "," 8:00:55 PM ","A44BB ",30,0,"two","two_137",780
"last offer because i can sense your sincerity    $350 final price? Deal? ",137,"A44BB "," 8:01:35 PM ","QTU43 ",31,1,"two","two_137",820
"Okayyy ",137,"QTU43 "," 8:01:46 PM ","A44BB ",32,0,"two","two_137",831
"cant go lower than that. so $350 work? ",137,"A44BB "," 8:02:04 PM ","QTU43 ",33,1,"two","two_137",849
"I'll ask for 30 bucks from my friend! I hate doing that but whats it worth i have to ",137,"QTU43 "," 8:02:16 PM ","A44BB ",34,0,"two","two_137",861
"cant go lower than that. so $350 work? ",137,"A44BB "," 8:02:23 PM ","QTU43 ",35,1,"two","two_137",868
"$350 done ||THANKS A BUNCH ",137,"QTU43 "," 8:02:27 PM ","A44BB ",36,0,"two","two_137",872
"you wont be dissapointed and thank you ",137,"A44BB "," 8:02:51 PM ","QTU43 ",37,1,"two","two_137",896
"Really appreciate your consideration in this matter ",137,"QTU43 "," 8:02:53 PM ","A44BB ",38,0,"two","two_137",898
"i hope your mother feels better also ",137,"A44BB "," 8:03:09 PM ","QTU43 ",39,1,"two","two_137",914
"it was pleasure doing business with you ||Thanks! You have a great day ",137,"QTU43 "," 8:03:20 PM ","A44BB ",40,0,"two","two_137",925
"we will beconsiderate and send 1 dozen roses to her hospital room as well. thank you ||you too as well ",137,"A44BB "," 8:03:38 PM ","QTU43 ",41,1,"two","two_137",943
"Thats so sweet of you! thanks ",137,"QTU43 "," 8:03:58 PM ","A44BB ",42,0,"two","two_137",963
"most welcome and enjoy the book ",137,"A44BB "," 8:04:17 PM ","QTU43 ",43,1,"two","two_137",982
"Hello, how are you today? I'm really interested in the book you're selling. I've been looking around for it for a long time. I would love to buy it. How does $250 sound?",138,"523G8 ","0","V556F ",1,0,"two","two_138",0
"Hello, I'm glad that you are interested in the book! It's a beautiful edition with many engravings by John Leech, a ribbed spine and decorative covers. It is a classic book and will be a wonderful addition to your collection. How does $310 sound?",138,"V556F ","0","523G8 ",2,1,"two","two_138",10
"Hmm. could you negotiate down to $290? ",138,"523G8 "," 7:46:12 PM ","V556F ",3,0,"two","two_138",20
"Make it $300 and you have a deal! ",138,"V556F "," 7:46:28 PM ","523G8 ",4,1,"two","two_138",36
"That sounds very appealing. Give me a few seconds to think.. ",138,"523G8 "," 7:46:56 PM ","V556F ",5,0,"two","two_138",64
"No problem. Take your time. ",138,"V556F "," 7:47:09 PM ","523G8 ",6,1,"two","two_138",77
"ok yes that sounds perfect. 300 it is! ",138,"523G8 "," 7:47:20 PM ","V556F ",7,0,"two","two_138",88
"Wonderful! ",138,"V556F "," 7:47:25 PM ","523G8 ",8,1,"two","two_138",93
"It was great doing business with you ",138,"523G8 "," 7:47:37 PM ","V556F ",9,0,"two","two_138",105
"You as well! Enjoy the book! ",138,"V556F "," 7:47:50 PM ","523G8 ",10,1,"two","two_138",118
"HELLO, I WOULD LIKE TO BUY THE BOOK FOR $250. ",139,"M56SW ","0","A9EEB ",1,0,"two","two_139",0
"Hello, I'm so happy that you are interested in buying my copy of ""A Christmas Carol"" It's truly a special version of such a timeless classic and I'm convinced that you won't be disappointed with your purchase. $250 seems a bit low for the quality of the book, its binding, and the condition its in given its antiquity. I was going to ask for about $600 but would settle for $550 for you. What do you think?",139,"A9EEB ","0","M56SW ",2,1,"two","two_139",10
"Hi there ",139,"A9EEB "," 7:47:28 PM ","M56SW ",3,1,"two","two_139",20
"HEY ||first of all $550 is too much for a single book ",139,"M56SW "," 7:47:29 PM ","A9EEB ",4,0,"two","two_139",21
"Thank you again for taking interest in the book I While $550 may seem a bit much, it has been valued on the market between $400 and $800 :) ||The original buyer was supposed to buy it for $650 when I first bought it ",139,"A9EEB "," 7:48:30 PM ","M56SW ",5,1,"two","two_139",82
"and i am pretty sure there would not many people who would be willing to buy just one book ",139,"M56SW "," 7:48:58 PM ","A9EEB ",6,0,"two","two_139",110
"What is holding you back from buying it? ",139,"A9EEB "," 7:49:13 PM ","M56SW ",7,1,"two","two_139",125
"I do know the value of the book and hence i am quoting $250 ",139,"M56SW "," 7:49:19 PM ","A9EEB ",8,0,"two","two_139",131
"Do you have any sort of constraint/are you looking to buy something else? ",139,"A9EEB "," 7:49:39 PM ","M56SW ",9,1,"two","two_139",151
"the cost is too much for just one book.. had it been a complete set i would have still considered ",139,"M56SW "," 7:49:51 PM ","A9EEB ",10,0,"two","two_139",163
"What type of budget are walking here? This is an antique shop after all haha ",139,"A9EEB "," 7:50:15 PM ","M56SW ",11,1,"two","two_139",187
"the most i can come up to is $300 ",139,"M56SW "," 7:50:17 PM ","A9EEB ",12,0,"two","two_139",189
"talking* ||Hmm ||What draws you to this book anyway? ",139,"A9EEB "," 7:50:20 PM ","M56SW ",13,1,"two","two_139",192
"yes i know that and since it is an antique shop negotiations are up :) ||i just want the book for my kids so they know about the Christmas Carol stories that we grew up reading ",139,"M56SW "," 7:50:49 PM ","A9EEB ",14,0,"two","two_139",221
"Why not buy the e-version? ||Such antiquity is priceless, I'll take the price down to $475 ",139,"A9EEB "," 7:52:04 PM ","M56SW ",15,1,"two","two_139",296
"i already have two books of the set ||so i thought getting one more would be great ||i m still up for $300 ",139,"M56SW "," 7:52:35 PM ","A9EEB ",16,0,"two","two_139",327
"What would happen if you didn't walk away with the copy today for that price or lower? ",139,"A9EEB "," 7:53:21 PM ","M56SW ",17,1,"two","two_139",373
"buying a book would be profitable to both of us instead of an e - version :) ||what would happen if i dont buy the book from you today? i might buy it from some where else :) ||who would you sell this book to ? ",139,"M56SW "," 7:53:29 PM ","A9EEB ",18,0,"two","two_139",381
"Another customer willing to pay $475 ||Which is nearly below the market price for such a rare specimen ||This is a once in a generation type of find ||I was fortunate enough to have come across it ",139,"A9EEB "," 7:54:26 PM ","M56SW ",19,1,"two","two_139",438
"i m pretty sure in these days when people can get everything online old antique books have become less ||i have heard a lot about your antique shop and hence would like to take it from you ||the last quoting would be $350 ||its a win -win for both of us :) ",139,"M56SW "," 7:55:14 PM ","A9EEB ",20,0,"two","two_139",486
"Ahh you have heard much then about the great reviews leave on Yelp about how fair I am in pricing ||I don't profit from $350 ",139,"A9EEB "," 7:56:30 PM ","M56SW ",21,1,"two","two_139",562
"what is your last price? ",139,"M56SW "," 7:56:45 PM ","A9EEB ",22,0,"two","two_139",577
"I would gain more personally from keeping it for my kids at that price ",139,"A9EEB "," 7:56:51 PM ","M56SW ",23,1,"two","two_139",583
"$400 ||? ",139,"M56SW "," 7:56:54 PM ","A9EEB ",24,0,"two","two_139",586
"$440 ",139,"A9EEB "," 7:57:01 PM ","M56SW ",25,1,"two","two_139",593
"nope $400 ",139,"M56SW "," 7:57:07 PM ","A9EEB ",26,0,"two","two_139",599
"Deal ",139,"A9EEB "," 7:57:11 PM ","M56SW ",27,1,"two","two_139",603
"okay ||$400 done ",139,"M56SW "," 7:57:18 PM ","A9EEB ",28,0,"two","two_139",610
"Awesome, thank you ",139,"A9EEB "," 7:57:29 PM ","M56SW ",29,1,"two","two_139",621
"thanks a lot ",139,"M56SW "," 7:57:33 PM ","A9EEB ",30,0,"two","two_139",625
"Can I buy your book for $250?",140,"WES4P ","0","EZUAT ",1,0,"two","two_140",0
"I'm sorry but I can't sell this for any less than $450.",140,"EZUAT ","0","WES4P ",2,1,"two","two_140",10
"Are you willing to buy the book for $450? ",140,"EZUAT "," 8:38:47 PM ","WES4P ",3,1,"two","two_140",20
"Hi, let's meet somewhere in the middle since it would be good for both of us to earn some extra money. ",140,"WES4P "," 8:38:57 PM ","EZUAT ",4,0,"two","two_140",30
"Are you willing to purchase the book for $450? ",140,"EZUAT "," 8:39:11 PM ","WES4P ",5,1,"two","two_140",44
"So 325? ||This will be a nice compromise ||Let me know what you think ",140,"WES4P "," 8:39:16 PM ","EZUAT ",6,0,"two","two_140",49
"Unfortunately $325 is a bit too low, how does $400 sound? ",140,"EZUAT "," 8:40:54 PM ","WES4P ",7,1,"two","two_140",147
"How about 350? This way, I pay 100 more than I originally intended, and you get 100 less than you orignally intended. This will be the fairest outcome. ",140,"WES4P "," 8:42:52 PM ","EZUAT ",8,0,"two","two_140",265
"Yes, that sounds reasonable. I can do with $350 ",140,"EZUAT "," 8:44:02 PM ","WES4P ",9,1,"two","two_140",335
"Awesome ||350 it is, thanks! ",140,"WES4P "," 8:44:08 PM ","EZUAT ",10,0,"two","two_140",341
"No thank you! It was pleasant doing business with you ma'am..or sir. ",140,"EZUAT "," 8:44:43 PM ","WES4P ",11,1,"two","two_140",376
"Hello, how are you doing? Hope all is well. I came across the book, and was quite interested in it. However, at this point I can only afford $250 for this item. Would this be OK with you?\n",141,"SF35F ","0","DBQTJ ",1,0,"two","two_141",0
"I have several offers online for $400, so I will only accept offers at or above that price.",141,"DBQTJ ","0","SF35F ",2,1,"two","two_141",10
"Are you still interested? ",141,"DBQTJ "," 8:44:42 PM ","SF35F ",3,1,"two","two_141",20
"Thank you very much for your feedback, I greatly appreciate it. I definitely understand your perspective on the price. I did come across several books very similar to yours, and they were all going for around $250. That is why I made this offer. Would you be able to kindly reconsider? ",141,"SF35F "," 8:44:44 PM ","DBQTJ ",4,0,"two","two_141",22
"No, I would actually be taking quite a heavy loss. ",141,"DBQTJ "," 8:45:45 PM ","SF35F ",5,1,"two","two_141",83
"I see. Why would that be? ",141,"SF35F "," 8:46:02 PM ","DBQTJ ",6,0,"two","two_141",100
"Because shipping costs less than $150. ||I prefer the convenience of making sales in person, however, so I would be willing to sell for $360. ",141,"DBQTJ "," 8:47:14 PM ","SF35F ",7,1,"two","two_141",172
"I see... I am quite interested in the book, but your asking price is still very much above the market average. But I'm sure we can work something out between the 2 of us. How about this, I can increase my offer to $280, and hopefully that will make things easier for you. ",141,"SF35F "," 8:49:16 PM ","DBQTJ ",8,0,"two","two_141",294
"I appreciate your interest, but I have received much higher offers already. ",141,"DBQTJ "," 8:51:16 PM ","SF35F ",9,1,"two","two_141",414
"Time seems to be running out, can we agree on $330? ",141,"SF35F "," 8:51:30 PM ","DBQTJ ",10,0,"two","two_141",428
"yes ",141,"DBQTJ "," 8:51:51 PM ","SF35F ",11,1,"two","two_141",449
"ok perfect ",141,"SF35F "," 8:52:02 PM ","DBQTJ ",12,0,"two","two_141",460
"Hello. I am slightly interested in this Charles Dickens book, ""A Christmas Carol."" I am willing to offer you $250 for it. \n",142,"4CGA8 ","0","XA9KR ",1,0,"two","two_142",0
"That's too low a price. In fact it is below the price I paid... please take into account this is a very sought after book... a jewel... a classic",142,"XA9KR ","0","4CGA8 ",2,1,"two","two_142",10
"The book has personal value to me but I doubt it has value otherwise. I will do $275, maximum ",142,"4CGA8 "," 7:14:08 PM ","XA9KR ",3,0,"two","two_142",20
"It is way below the original proce ||price ",142,"XA9KR "," 7:14:52 PM ","4CGA8 ",4,1,"two","two_142",64
"what is the original price ",142,"4CGA8 "," 7:15:18 PM ","XA9KR ",5,0,"two","two_142",90
"and there are a number of climtes who have expressed interest ||the price I bought it at... ",142,"XA9KR "," 7:15:22 PM ","4CGA8 ",6,1,"two","two_142",94
"yes ",142,"4CGA8 "," 7:15:41 PM ","XA9KR ",7,0,"two","two_142",113
"clients ||so taht's waaaay too low ",142,"XA9KR "," 7:15:44 PM ","4CGA8 ",8,1,"two","two_142",116
"what is the price you bought it at? ",142,"4CGA8 "," 7:15:59 PM ","XA9KR ",9,0,"two","two_142",131
"that's ||evidently can't disclose that information ||you understand I'm sure ||Charles Dickens... classic! ",142,"XA9KR "," 7:16:05 PM ","4CGA8 ",10,1,"two","two_142",137
"than it seems to me that $275 is a fine offer for an old book. You may have other clients but I am willing to pay now if you will take my price ",142,"4CGA8 "," 7:17:11 PM ","XA9KR ",11,0,"two","two_142",203
"sorry ||I can do $500 ",142,"XA9KR "," 7:17:23 PM ","4CGA8 ",12,1,"two","two_142",215
"that is ridicilous ",142,"4CGA8 "," 7:17:49 PM ","XA9KR ",13,0,"two","two_142",241
"it's not ||have you seen the condition?? ",142,"XA9KR "," 7:17:56 PM ","4CGA8 ",14,1,"two","two_142",248
"no incidetanlly i have not ",142,"4CGA8 "," 7:18:20 PM ","XA9KR ",15,0,"two","two_142",272
"it IS a classic I insist ||you should ||OR alternatively take my word for it ||I've been in the business long enough ",142,"XA9KR "," 7:18:21 PM ","4CGA8 ",16,1,"two","two_142",273
"if i wanted to read the classic or I wanted it for its classic appeal i would read it free online ",142,"4CGA8 "," 7:18:53 PM ","XA9KR ",17,0,"two","two_142",305
"this one is not online ",142,"XA9KR "," 7:19:06 PM ","4CGA8 ",18,1,"two","two_142",318
"i am interested in this book for its personal appeal ",142,"4CGA8 "," 7:19:07 PM ","XA9KR ",19,0,"two","two_142",319
"not this version ||and anyway... nothing like reading a book physically ",142,"XA9KR "," 7:19:11 PM ","4CGA8 ",20,1,"two","two_142",323
"i am willing to go up to $300 ",142,"4CGA8 "," 7:19:26 PM ","XA9KR ",21,0,"two","two_142",338
"being able to smell it... touch it... ",142,"XA9KR "," 7:19:33 PM ","4CGA8 ",22,1,"two","two_142",345
"i have no sense of smell ",142,"4CGA8 "," 7:19:40 PM ","XA9KR ",23,0,"two","two_142",352
"way under my cost price ",142,"XA9KR "," 7:19:46 PM ","4CGA8 ",24,1,"two","two_142",358
"and i lost my hands in a woodchipping accident ",142,"4CGA8 "," 7:19:53 PM ","XA9KR ",25,0,"two","two_142",365
"with this book you may actually find out that you do ||;) ||hmmm ||sorry to hear ",142,"XA9KR "," 7:20:08 PM ","4CGA8 ",26,1,"two","two_142",380
"$300 in cash is my offer. ",142,"4CGA8 "," 7:20:34 PM ","XA9KR ",27,0,"two","two_142",406
"then it'll be a pleasure for someone else to hold it ||can't do that ",142,"XA9KR "," 7:20:40 PM ","4CGA8 ",28,1,"two","two_142",412
"I'm a busy handless man, I haven't time to dillydaddle ",142,"4CGA8 "," 7:20:53 PM ","XA9KR ",29,0,"two","two_142",425
"$480? ||I don't either ",142,"XA9KR "," 7:20:55 PM ","4CGA8 ",30,1,"two","two_142",427
"I'll meet you in the middle at $350 ",142,"4CGA8 "," 7:21:11 PM ","XA9KR ",31,0,"two","two_142",443
"no dillydaddling or phillydaddleing ||No ||apologies ||$450 is my last price ",142,"XA9KR "," 7:21:41 PM ","4CGA8 ",32,1,"two","two_142",473
"$350 is my last price ",142,"4CGA8 "," 7:22:06 PM ","XA9KR ",33,0,"two","two_142",498
"take it or leave it ",142,"XA9KR "," 7:22:08 PM ","4CGA8 ",34,1,"two","two_142",500
"what a shame it will be for you to not have my money ",142,"4CGA8 "," 7:22:18 PM ","XA9KR ",35,0,"two","two_142",510
"I'll have the book ",142,"XA9KR "," 7:22:30 PM ","4CGA8 ",36,1,"two","two_142",522
"you could take your wife out to a nice dinner and unburden yourself of a heavy old musty book ",142,"4CGA8 "," 7:22:33 PM ","XA9KR ",37,0,"two","two_142",525
"not in need of money ||I do this for pleasure ||your call... ||have to go... ",142,"XA9KR "," 7:22:37 PM ","4CGA8 ",38,1,"two","two_142",529
"$380 ",142,"4CGA8 "," 7:23:05 PM ","XA9KR ",39,0,"two","two_142",557
"to be with my wife ||no ",142,"XA9KR "," 7:23:07 PM ","4CGA8 ",40,1,"two","two_142",559
"your hungry wife ",142,"4CGA8 "," 7:23:12 PM ","XA9KR ",41,0,"two","two_142",564
"sorry ||hahaha ",142,"XA9KR "," 7:23:13 PM ","4CGA8 ",42,1,"two","two_142",565
